Geo Point;Geo Shape;gml_id;LOCALISATION;GID;IDENT;NATURE_N1;NATURE_N2;NATURE;SOUS_NATURE;GID_ACTE;DATE_DEBUT_ACTE;DATE_FIN_ACTE;GID_EMPRISE;TYPE_EMPRISE;LOCALISATION_EMPRISE;MES_LIBELLE;TYPE_GEOMETRIE
44.844710112302614, -0.5789318967743518;"{""coordinates"": [-0.578931896774352, 44.844710112302614], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.148477;Rue Huguerie au N° 10 (Bordeaux) situé en agglomération;148477;2404400;107;326;Electricité - Branchement;Création;232601#227761#233743;2024-05-10#2024-04-22#2024-06-11;2025-05-24#2025-05-11#2025-06-24;294444/294445#288282/288281#295774/295773;EMPRISE/DEVIATION#DEVIATION/EMPRISE#DEVIATION/EMPRISE;Rue Huguerie, de la Rue Lhote jusqu'au 33 (Bordeaux)/Rue Fondaudege, de la Rue Lhote jusqu'à la Rue du Palais Gallien (Bordeaux) Rue Lafaurie de Monbadon, de la Rue Turenne jusqu'à la Rue Huguerie (Bordeaux) Rue Lhote, de la Rue Huguerie jusqu'à la Rue Fondaudege (Bordeaux) Rue Turenne, de la Rue du Palais Gallien jusqu'à la Rue Lafaurie de Monbadon (Bordeaux) Rue du Palais Gallien, de la Rue Fondaudege jusqu'à la Rue Turenne (Bordeaux)#Rue Fondaudege, de la Rue Lhote jusqu'à la Rue du Palais Gallien (Bordeaux) Rue Lafaurie de Monbadon, de la Rue Turenne jusqu'à la Rue Huguerie (Bordeaux) Rue Lhote, de la Rue Huguerie jusqu'à la Rue Fondaudege (Bordeaux) Rue Turenne, de la Rue du Palais Gallien jusqu'à la Rue Lafaurie de Monbadon (Bordeaux) Rue du Palais Gallien, de la Rue Fondaudege jusqu'à la Rue Turenne (Bordeaux)/Rue Huguerie, de la Rue Lhote jusqu'au 33 (Bordeaux)#Rue Fondaudege, de la Rue Lhote jusqu'à la Rue du Palais Gallien (Bordeaux) Rue Lafaurie de Monbadon, de la Rue Turenne jusqu'à la Rue Huguerie (Bordeaux) Rue Lhote, de la Rue Huguerie jusqu'à la Rue Fondaudege (Bordeaux) Rue Turenne, de la Rue du Palais Gallien jusqu'à la Rue Lafaurie de Monbadon (Bordeaux) Rue du Palais Gallien, de la Rue Fondaudege jusqu'à la Rue Turenne (Bordeaux)/Rue Huguerie, de la Rue Lhote jusqu'au 33 (Bordeaux);Circulation interdite/Déviation#Déviation/Circulation interdite#Déviation/Circulation interdite;POINT
44.84677948813637, -0.5800275564695881;"{""coordinates"": [-0.580027556469588, 44.84677948813637], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158667;Rue de la Ville de Mirmont au N° 1 (Bordeaux) situé en agglomération;158667;2414292;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;242184;2024-09-23;2024-10-31;306598;EMPRISE;1 Rue de la Ville de Mirmont (Bordeaux);"Mise en impasse;Circulation interdite";POINT
44.847767000187545, -0.6087336970810623;"{""coordinates"": [[-0.60856400811152, 44.84860774247013], [-0.608011932991324, 44.84838596218225], [-0.609624191545126, 44.847076764292986], [-0.60774397071708, 44.84763605108718], [-0.609724382040262, 44.847128480905184]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.153651;Avenue Alsace Lorraine au N° 109 (Bordeaux) situé en agglomération Avenue Alsace Lorraine au N° 116 (Bordeaux) situé en agglomération Rue de l'Ecole Normale au N° 139 (Bordeaux) situé en agglomération Rue de l'Ecole Normale au N° 154B (Bordeaux) situé en agglomération Rue de la Tour d'Auvergne au N° 20 (Bordeaux) situé en agglomération Rue des Girondins au N° 21 (Bordeaux) situé en agglomération;153651;2409418;107;327;Electricité - Branchement;Renouvellement;238353;2024-08-26;2024-10-04;301791/301794/301796/301790/301792/301797/301795/301793;EMPRISE/DEVIATION/EMPRISE/EMPRISE/EMPRISE/EMPRISE/DEVIATION/EMPRISE;Rue Monneron (Bordeaux)/Avenue Alsace Lorraine, de la Rue de la Tour d'Auvergne jusqu'à la Rue Monneron et la rue de l'Ecole Normale/du 113 au 103 Avenue Alsace Lorraine, au droit et en face/Rue de l'Ecole Normale, de la Rue Alfred Poirier jusqu'à la Rue Robert d'Ennery (Bordeaux)/Rue Victor Hugo, de la Rue de l'Ecole Normale jusqu'à l'Avenue Alsace Lorraine (Bordeaux)/face au 21 Rue des Girondins jusqu'à l'avenue Alsace Lorraine, au droit et en face/Avenue Alsace Lorraine, de la Rue de la Tour d'Auvergne jusqu'à la Rue Kléber et rue de l'Ecole Normale/Rue de la Tour d'Auvergne, de l'Avenue Alsace Lorraine jusqu'à la Rue de l'Ecole Normale (Bordeaux);"Interdiction de tourner/Déviation/Circulation alternée;Limitation de vitesse;Interdiction de stationnement;Neutralisation de voie/Limitation de vitesse;Interdiction de stationnement;Sens interdit (ou sens unique);Neutralisation de voie/Interdiction de stationnement;Neutralisation de voie;Limitation de vitesse/Interdiction de stationnement;Limitation de vitesse;Neutralisation de voie/Déviation/Interdiction de stationnement;Limitation de vitesse;Circulation interdite";POINT
44.847925197100764, -0.6024723919376936;"{""coordinates"": [-0.602472391937694, 44.847925197100764], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159275;Rue de l'Ecole Normale au N° 80 (Bordeaux) situé en agglomération;159275;2414859;110;432;Gestion de l'espace public;Réfection de trottoir;243312;2024-10-06;2024-10-12;308000;EMPRISE;80 Rue de l'Ecole Normale (Bordeaux);"Rétrécissement de largeur de voie;Limitation de vitesse;Neutralisation de voie";POINT
44.849614325576034, -0.5859708101748394;"{""coordinates"": [-0.585970810174839, 44.849614325576034], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.145578;Rue Poudensan au N° 42 (Bordeaux) situé en agglomération;145578;2401586;107;326;Electricité - Branchement;Création;220651;2024-02-19;2025-03-05;279481/279480;DEVIATION/EMPRISE;Rue Fondaudege, de la Rue Poudensan jusqu'à la Rue Croix de Seguey (Bordeaux) Rue Paulin, de la Rue Croix de Seguey jusqu'à la Rue Luflade (Bordeaux)/42 Rue Poudensan (Bordeaux);Déviation/Circulation interdite;POINT
44.850054552290246, -0.5862933825171311;"{""coordinates"": [-0.586293382517131, 44.850054552290246], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.155248;Rue Paulin au N° 116 (Bordeaux) situé en agglomération;155248;2410965;107;328;Electricité - Branchement;Suppression;240692;2024-09-16;2025-09-21;304786/304787;EMPRISE/DEVIATION;Rue Paulin, de la Rue Rosa Bonheur jusqu'à la Rue Fondaudege (Bordeaux)/Rue Croix de Seguey - Rue Calve - Rue Rosa Bonheur;"Circulation interdite;Sens interdit (ou sens unique)/Déviation";POINT
44.8513445998335, -0.614200243175157;"{""coordinates"": [-0.614200243175157, 44.8513445998335], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.154196;Rue de l'Eglise au N° 10 (Bordeaux) situé en agglomération;154196;2409955;133;460;Travaux sur immeuble - Construction;Mise en place clôture;233752;2024-06-27;2024-12-27;295785;EMPRISE;10 Rue de l'Eglise (Bordeaux);"Limitation de vitesse;Rétrécissement de largeur de voie";POINT
44.853178568526644, -0.5779284166894206;"{""coordinates"": [-0.577928416689421, 44.853178568526644], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157797;Rue Saint Maur au N° 30 (Bordeaux) situé en agglomération;157797;2413437;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;240831;2024-09-09;2024-10-09;304965;EMPRISE;30 Rue Saint Maur (Bordeaux);Mesure libre circulation;POINT
44.852042956168795, -0.6223683582735184;"{""coordinates"": [[-0.622368358273518, 44.852042956168795], [-0.622368358273518, 44.852042956168795]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.159227;Rue Poujeau au N° 36 (Bordeaux) situé en agglomération;159227;2414811;109;338;Electricité - Réseau;Entretien;243224;2024-10-11;2024-10-11;307892;EMPRISE;36 Rue Poujeau (Bordeaux);"Rétrécissement de largeur de voie;Limitation de vitesse;Interdiction de stationnement;Circulation alternée";POINT
44.85327385076244, -0.6097958004010006;"{""coordinates"": [-0.609795800401001, 44.85327385076244], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.128330;Avenue du Général Leclerc au N° 87 (Bordeaux) situé en agglomération;128330;2304000;134;455;Travaux sur immeuble - Démolition;Mise en place clôture;239114;2024-09-04;2025-10-30;302766;EMPRISE;Avenue du Général Leclerc au numéro 87;Neutralisation de voie;POINT
44.85297787015317, -0.6366202931842685;"{""coordinates"": [-0.636620293184268, 44.85297787015317], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.153706;Rue Hector Berlioz au N° 11 (Bordeaux) situé en agglomération;153706;2409473;95;275;Adduction Eau Potable - Branchement;Création;242665;2024-09-23;2024-10-04;307184;EMPRISE;du 9 au 11 Rue Hector Berlioz (Bordeaux) au droit et en face pour un chantier au 11;"Interdiction de stationnement;Limitation de vitesse;Rétrécissement de largeur de voie;Circulation alternée";POINT
44.85622930939612, -0.5872715197954215;"{""coordinates"": [-0.587271519795421, 44.85622930939612], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158838;Rue de Macau au N° 55 (Bordeaux) situé en agglomération;158838;2414445;135;466;Travaux sur immeuble - Rénovation / Entretien;Mise en place echafaudage;242442#243283#243159;2024-09-23#2024-10-05#2024-10-08;2024-10-04#2024-10-11#2024-10-08;306917/306918#307966/307965#307806;EMPRISE/EMPRISE#EMPRISE/EMPRISE#EMPRISE;Rue de Macau , dans le sens Rue Mandron à la Rue de Rivière (Bordeaux)/face au 51 au 55 Rue de Macau#face au 51 au 55 Rue de Macau/Rue de Macau , dans le sens Rue Mandron à la Rue de Rivière (Bordeaux)#Rue de Macau , de la Rue de Mandron à la Rue Rivière , dans les deux sens de circulation (Bordeaux);"Neutralisation de voie/Interdiction de stationnement#Interdiction de stationnement/Neutralisation de voie#Circulation interdite;Interdiction de stationnement;Mise en impasse";POINT
44.85622283880611, -0.6046918450368264;"{""coordinates"": [-0.604691845036826, 44.85622283880611], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159305;Rue Nadeau au N° 18 (Bordeaux) situé en agglomération;159305;2414889;110;432;Gestion de l'espace public;Réfection de trottoir;243383;2024-11-04;2025-01-04;308092;EMPRISE;du 17 au 19 Rue Nadeau au droit et en face pour un chantier au 18;"Interdiction de stationnement;Neutralisation de voie";POINT
44.85854971855299, -0.6249683198831484;"{""coordinates"": [-0.624968319883148, 44.85854971855299], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159229;Avenue du Maréchal de Lattre de Tassigny au N° 352 (Bordeaux) situé en agglomération Rue Jude au N° 3 (Bordeaux) situé en agglomération;159229;2414813;110;436;Gestion de l'espace public;Signalisation;243232;2024-09-30;2024-10-14;307901;EMPRISE;à l'intersection de l'Avenue du Maréchal de Lattre de Tassigny et de la Rue Jude -- à l'intersection de l'Avenue du Maréchal de Lattre de Tassigny, de la rue Gabriel Léglise et de la rue Soubiras -- à l'intersection de l'Avenue du Maréchal de Lattre de Tassigny et de la rue des Pins Francs;"Circulation alternée;Limitation de vitesse;Neutralisation de voie";POINT
44.861481277623014, -0.5868959206992019;"{""coordinates"": [-0.586895920699202, 44.861481277623014], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159103;Boulevard Godard au N° 86 (Bordeaux) situé en agglomération;159103;2414689;99;302;Assainissement - Réseau;Entretien;243126;2024-09-26;2024-10-04;307766;EMPRISE;86 Boulevard Godard (Bordeaux);Neutralisation de voie;POINT
44.82802385304809, -0.6113971994030621;"{""coordinates"": [[-0.611397199403062, 44.82802385304809], [-0.611397199403062, 44.82802385304809]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.151489;Rue C Et W Booth au N° 5 (Bordeaux) situé en agglomération;151489;2407353;110;571;Gestion de l'espace public;Entretien de la voirie;228694;2024-05-02;2024-11-01;289471;EMPRISE;Rue François Daunes;Interdiction de tourner;POINT
44.82679873557661, -0.6110820853390416;"{""coordinates"": [[-0.611082085339042, 44.82679873557661], [-0.611082085339042, 44.82679873557661]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.156933;Rue C Et W Booth au N° 27 (Bordeaux) situé en agglomération;156933;2412605;97;427;Aménagement  de l'espace public;Création d'espaces verts;239116;2024-08-26;2024-10-11;302768;EMPRISE;27 Rue C et W Booth, côté impair, entre le 25 (résidence) et le 1 rue Professeur Timothée Pièchaud;Interdiction de stationnement;POINT
44.819229515295355, -0.5996302878524654;"{""coordinates"": [[-0.599630287852465, 44.819229515295355], [-0.599630287852465, 44.819229515295355]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.158888;Chemin Pomerol au N° 1 (Bordeaux) situé en agglomération;158888;2414494;109;332;Electricité - Réseau;Création;242535;2024-09-23;2024-10-04;307030;EMPRISE;Chemin Pomerol à son entrée sur le cours Gallieni (rond-point);"Mesure libre circulation;Neutralisation de voie;Circulation alternée";POINT
44.82086345888862, -0.5820221691035758;"{""coordinates"": [[-0.582022169103576, 44.82086345888862], [-0.582022169103576, 44.82086345888862]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.95197;Boulevard du Président Franklin Roosevelt au N° 16 (Bordeaux) situé en agglomération;95197;2114760;110;434;Gestion de l'espace public;Entretien des espaces verts;240603;2024-09-10;2025-03-07;304674;EMPRISE;Boulevards du Président Franklin Roosevelt, George V et Albert 1 er;"Neutralisation de voie;Mesure libre circulation";POINT
44.817187021477906, -0.5767042449842913;"{""coordinates"": [-0.576704244984291, 44.817187021477906], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.152145;Boulevard du Président Franklin Roosevelt (Talence) en agglomération;152145;2407988;95;276;Adduction Eau Potable - Branchement;Renouvellement;232062;2024-06-03;2025-06-14;293732;EMPRISE;du 135 au 137 Boulevard du Président Franklin Roosevelt (Bordeaux);"Mesure libre circulation;Neutralisation de voie";POINT
44.82848468700707, -0.5724549661353048;"{""coordinates"": [-0.572454966135305, 44.82848468700707], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.149359;53 Rue Mercière (Bordeaux) en agglomération;149359;2405275;95;278;Adduction Eau Potable - Branchement;Réparation;229092;2024-05-27;2025-06-28;289983/289986/289984/289987/289985;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE;27 Rue Mercière (Bordeaux)/Cours de la Somme, de la Rue Giner de Los Rios jusqu'à la Rue Monadey (Bordeaux)/du 52 au 62 Cours de la Somme (Bordeaux)/Rue Mercière, du 24 jusqu'à la Rue Cruchinet (Bordeaux)/53 Cours de la Somme, angle rue Mercière (Bordeaux);"Interdiction de stationnement/Circulation alternée/Interdiction de stationnement/Mise en impasse/Neutralisation de voie;Circulation alternée;Mesure libre circulation";POINT
44.82090528942778, -0.5710928548836842;"{""coordinates"": [-0.571092854883684, 44.82090528942778], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.156613;Rue Malbec au N° 249 (Bordeaux) situé en agglomération;156613;2412289;110;571;Gestion de l'espace public;Entretien de la voirie;238482;2024-09-02;2024-10-11;301954/301955;EMPRISE/EMPRISE;249 Rue Malbec (Bordeaux)/du 236 au 242 Rue Malbec (Bordeaux);Mesure libre circulation/Interdiction de stationnement;POINT
44.81431469387444, -0.5696078999870733;"{""coordinates"": [-0.569607899987073, 44.81431469387444], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.147500;Boulevard Albert 1er au N° 28 (Bordeaux) situé en agglomération;147500;2403449;95;276;Adduction Eau Potable - Branchement;Renouvellement;228188;2024-04-22;2025-05-22;288833;EMPRISE;28 Boulevard Albert 1er (Bordeaux);"Mesure libre circulation;Neutralisation de voie";POINT
44.84111951264733, -0.5739290192544311;"{""coordinates"": [[[-0.573531987259352, 44.84095239540393], [-0.573469661757051, 44.84062534662186]], [[-0.574263305882108, 44.84112912135225], [-0.573825455680612, 44.841166622928704]], [[-0.574490667104984, 44.841784391038225], [-0.574463094316436, 44.84161899469301]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.156686;Rue Saint Rémi à partir du N° 72 jusqu'au N° 64 (Bordeaux) situés en agglomération Rue Sainte-Catherine de l'intersection avec Rue de la Maison Daurade jusqu'au N° 9 (Bordeaux) situés en agglomération Rue des Piliers de Tutelle à partir du N° 20 jusqu'au N° 28 (Bordeaux) situés en agglomération;156686;2412359;129;410;Télécommunication - Réseau;Entretien;241559;2024-09-23;2024-10-02;305859;EMPRISE;3 et 9 Rue Sainte-Catherine du 20 au 28 Rue des Piliers de Tutelle (Bordeaux) du 61 au 72 Rue Saint Rémi;Mesure libre circulation;LIGNE
44.84119901890189, -0.5736068996833165;"{""coordinates"": [[[-0.573620587039797, 44.841266990590576], [-0.573592854456528, 44.84113883949529]], [[-0.573675101286578, 44.84118903865889], [-0.573539041508695, 44.84120152131627]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.157084;Rue des Piliers de Tutelle à partir du N° 16 jusqu'au N° 19 (Bordeaux) situés en agglomération;157084;2412756;110;571;Gestion de l'espace public;Entretien de la voirie;239396;2024-10-01;2024-10-31;303131;EMPRISE;Carrefour de la Rue des Piliers de Tutelle et de la Rue Saint Rémi;"Circulation interdite;Mise en impasse";LIGNE
44.84117250744876, -0.5713105977602327;"{""coordinates"": [[[-0.571307701130862, 44.84115773797256], [-0.571326286238973, 44.84105862913774]], [[-0.571298297484001, 44.841325174774695], [-0.571297608811219, 44.8412741741737]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.149515;Rue des Caperans à partir du N° 6 jusqu'au N° 9 (Bordeaux) situés en agglomération;149515;2405431;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;240818;2024-10-01;2024-10-31;304949;EMPRISE;du 2 au 8 Rue des Caperans;Rétrécissement de largeur de voie;LIGNE
44.82135838726566, -0.5634872867786649;"{""coordinates"": [[-0.564928982470153, 44.82073474667086], [-0.562045591087177, 44.82198202786047]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.155108;4+5+7+14+17+20+22+26+27+29+30+32+38+43+44+47b+48+58+61+64+70+70b+74+76+78 Rue d'Agen (Bordeaux) situés en agglomération;155108;2410842;95;276;Adduction Eau Potable - Branchement;Renouvellement;235983;2024-08-05;2025-08-23;298721/298720;DEVIATION/EMPRISE;1/rue Pelleport, rue Amédée St Germain, rue de Bègles, rue Pelleport, rue d'Aubidey (Bordeaux) 2/ rue Lefol, rue d'Agen, rue Aubidey, rue Bauducheu (Bordeaux)/Rue d'Agen, de la rue d'Aubidey jusqu'à la rue Billaudel et depuis rue Lefol (Bordeaux);"Déviation/Interdiction de stationnement;Mise en impasse";LIGNE
